customer_id,first_name,last_name,gender,birth_date,email,city,state,loyalty_tier,loyalty_enrollment_date,credit_card_holder
7687,Kayla,Doyle,Female,2002-12-26,morgancrystal@hotmail.com,New Stephanie,AZ,Gold,2012-08-22,True
7688,Mary,Bailey,Female,1969-12-14,alexamarshall@gmail.com,Mccannshire,FL,Silver,2014-08-02,False
7689,Jessica,Bender,Female,1974-03-07,rangeljames@hotmail.com,Hughesville,NV,Gold,2023-01-05,True
7690,Mark,Mason,Male,1991-01-19,sdiaz@gmail.com,Jasminehaven,FL,Base (Blue),2023-05-03,False
7691,Steven,Odom,Male,1944-06-27,hduke@hotmail.com,Bradville,GA,Base (Blue),2024-08-22,False
7692,Nicholas,Myers,Male,1970-04-16,donna05@yahoo.com,East Micheleland,IL,Base (Blue),2010-03-10,False
7693,Steven,Wilkins,Male,1954-08-18,jmurphy@hotmail.com,Lake Sabrinaton,FL,Silver,2018-05-01,True
7694,Cynthia,Smith,Female,1996-02-19,josephrivera@gmail.com,West Jennifer,FL,Base (Blue),2015-07-29,True
7695,Alexander,Riddle,Male,2003-12-01,bradleymason@hotmail.com,Dawnburgh,IL,Base (Blue),2023-07-27,True
7696,Madison,Juarez,Female,1999-09-17,katherinezuniga@yahoo.com,New Brianna,CO,Base (Blue),2013-09-16,False
7697,Logan,Wiggins,Male,1943-12-31,mburton@hotmail.com,Petersonfort,OR,Base (Blue),2020-01-25,True
7698,Amy,Ortega,Female,1968-09-18,hansennancy@hotmail.com,Port Christopherbury,MN,Base (Blue),2017-01-07,True
7699,Brian,Foster,Male,1974-06-02,duarteleslie@gmail.com,New Karinastad,UT,Base (Blue),2015-08-25,False
7700,Maria,Williams,Female,1983-10-13,kevin99@hotmail.com,Lake Ashleyview,WI,Base (Blue),2023-05-25,False
7701,Joel,Finley,Male,2002-06-26,andrew54@yahoo.com,West Rebecca,CO,Silver,2010-01-19,False
7702,Rachel,Fitzgerald,Female,1944-03-13,leemicheal@gmail.com,Buchananview,WI,Gold,2013-07-23,False
7703,Nathan,Peters,Male,1978-09-20,nbell@hotmail.com,Zunigaton,AZ,Base (Blue),2010-02-10,False
7704,Randy,Gonzalez,Male,1968-03-13,hcole@yahoo.com,Billyfort,CO,Base (Blue),2016-04-01,True
7705,Margaret,Lee,Female,1977-09-26,gmartin@hotmail.com,Williammouth,IL,Silver,2023-05-31,False
7706,Gary,Decker,Male,1998-11-14,rachel91@gmail.com,Grayfort,WA,Gold,2017-04-17,False
7707,Nicole,Carter,Female,1959-04-29,lindacarpenter@gmail.com,Jamesstad,WI,Base (Blue),2013-10-31,False
7708,Laura,Williams,Female,1940-09-01,vrodriguez@gmail.com,Lake Benjamin,AZ,Base (Blue),2023-11-29,False
7709,Dustin,White,Male,1993-08-13,carrheather@gmail.com,Port Andrew,WI,Base (Blue),2012-06-27,False
7710,Christopher,Perkins,Male,2004-07-07,rosalesanna@hotmail.com,East Amy,AZ,Silver,2023-07-10,False
7711,Amy,Ford,Female,1943-07-02,robertortega@hotmail.com,North Erin,CA,Silver,2014-02-01,False
7712,David,Garcia,Male,1998-02-09,brownbrett@gmail.com,Port Michael,HI,Gold,2012-09-17,False
7713,Daniel,Lyons,Male,1968-11-24,matthew42@hotmail.com,North Nathanielside,OH,Base (Blue),2021-01-03,False
7714,Sean,Jones,Male,2006-10-17,davidlester@gmail.com,Lake Ginaberg,MN,Gold,2021-02-02,False
7715,Dawn,Cross,Female,1941-12-27,kevin04@gmail.com,South Peggystad,CA,Base (Blue),2022-06-08,False
7716,Nancy,Johnson,Female,1959-03-05,elizabeth58@yahoo.com,Josephberg,UT,Base (Blue),2015-09-19,False
7717,Allison,Martin,Female,1967-03-22,christopherbarnett@yahoo.com,New Coreychester,IL,Silver,2016-05-18,False
7718,Edward,Medina,Male,1978-10-29,michelle75@gmail.com,West Angelatown,PA,Gold,2012-06-03,True
7719,Caitlin,Morales,Female,1944-01-16,sheenahall@gmail.com,Holdershire,DC,Base (Blue),2018-05-13,False
7720,Alexa,Williams,Female,2002-09-27,hugheskelly@gmail.com,Jenniferton,TX,Base (Blue),2021-10-16,False
7721,Shirley,Garcia,Female,1977-08-08,ebaker@hotmail.com,South Bobmouth,MN,Platinum,2010-05-16,False
7722,Alexander,Hurley,Male,1956-12-29,richard62@hotmail.com,New Marissamouth,HI,Silver,2012-06-30,True
7723,Jordan,Hammond,Male,1953-06-13,joshuadavis@yahoo.com,Juarezton,IN,Silver,2018-02-20,False
7724,Lindsay,Munoz,Female,1941-08-30,baileydavid@yahoo.com,New Alyssaton,NV,Platinum,2013-11-27,False
7725,Jose,Key,Male,1993-02-06,kristen65@gmail.com,Cynthiahaven,MN,Base (Blue),2024-10-19,False
7726,Chad,Ramirez,Male,1969-08-06,parkerpaul@gmail.com,West Jessica,GA,Base (Blue),2018-11-27,False
7727,Leslie,Miller,Female,1965-10-18,miguelmitchell@hotmail.com,West Justinmouth,AZ,Base (Blue),2012-04-21,False
7728,Gene,Meyer,Male,1988-07-10,tracey01@gmail.com,New Jamieshire,VA,Platinum,2019-11-18,False
7729,Barry,Mckee,Male,1947-04-05,troy16@yahoo.com,Davidbury,NC,Gold,2024-12-23,True
7730,Dominic,Salazar,Male,1986-09-12,courtneyroman@gmail.com,Alvaradoland,AZ,Base (Blue),2020-09-13,True
7731,Ashley,Davidson,Female,1955-05-21,davisbrandon@hotmail.com,Emilyhaven,WA,Base (Blue),2019-01-15,False
7732,Erin,Kennedy,Female,1941-01-28,william64@hotmail.com,South Christineville,OR,Base (Blue),2019-02-11,False
7733,Amy,Lopez,Female,1992-09-02,cabrerarobert@gmail.com,West Dorothy,CO,Silver,2018-07-20,True
7734,Cindy,Davis,Female,1967-09-14,jeffreywells@yahoo.com,South Teresaside,TN,Base (Blue),2011-12-14,False
7735,Kevin,Hickman,Male,1984-02-06,nathanconway@yahoo.com,Alishaborough,HI,Base (Blue),2014-08-30,False
7736,Pamela,Jimenez,Female,1950-01-11,christine16@yahoo.com,Fowlerport,IN,Base (Blue),2011-12-03,False
7737,Monica,Chung,Female,1993-04-25,wilsonjoan@hotmail.com,East Johnton,CA,Gold,2016-11-18,False
7738,Tammy,Charles,Female,1958-10-30,ytaylor@gmail.com,West Taylorchester,UT,Diamond,2019-01-16,False
7739,Zachary,Solis,Male,1972-01-07,mark13@yahoo.com,Kristinbury,WA,Base (Blue),2011-05-23,False
7740,Tracy,Cruz,Female,2005-03-14,kara29@hotmail.com,Gonzalesburgh,NV,Base (Blue),2019-12-27,False
7741,Matthew,Camacho,Male,1956-09-15,millercheryl@yahoo.com,North Kristenburgh,IL,Base (Blue),2014-12-01,False
7742,Seth,Norton,Male,1982-07-16,williamdecker@yahoo.com,Boltonton,OR,Base (Blue),2021-10-28,False
7743,Lynn,Campbell,Female,1956-11-29,scottjessica@yahoo.com,Cantufort,PA,Silver,2014-04-30,False
7744,Sabrina,Davis,Female,1971-08-27,scott06@yahoo.com,North Karenland,MI,Silver,2024-10-12,False
7745,Alex,Thomas,Male,1986-09-03,cesardickerson@gmail.com,North Cheyenneburgh,IL,Base (Blue),2012-10-09,False
7746,Stephen,Robinson,Male,1965-05-29,jeffrey59@hotmail.com,Sethburgh,HI,Base (Blue),2021-08-03,False
7747,Clinton,Young,Male,1984-04-23,mary56@yahoo.com,Brownchester,IL,Base (Blue),2018-12-13,False
7748,Jacqueline,Adams,Female,2005-11-20,matthew88@hotmail.com,West Karen,PA,Base (Blue),2018-02-28,True
7749,Stephanie,Walker,Female,1977-09-02,suzannegarrett@yahoo.com,Holmesshire,OR,Base (Blue),2010-10-03,False
7750,Julie,Lee,Female,1951-11-02,amber97@yahoo.com,New Zachary,WI,Platinum,2024-12-05,False
7751,Gina,Aguilar,Female,1970-10-11,lindsaypark@yahoo.com,Ryanfurt,CO,Base (Blue),2019-10-27,False
7752,Michelle,Ramirez,Female,1998-05-02,coxjason@gmail.com,Aliciashire,MA,Base (Blue),2013-11-27,False
7753,Cindy,Stokes,Female,1945-08-13,heidigalvan@gmail.com,Wadefort,GA,Base (Blue),2013-10-23,False
7754,Anthony,Jones,Male,1963-11-10,waterssandra@yahoo.com,North Karinaburgh,GA,Base (Blue),2017-05-03,False
7755,Aaron,Gonzalez,Male,1976-03-27,rachelbooth@gmail.com,Brandonfort,CA,Silver,2025-02-21,False
7756,Brandon,Henderson,Male,1990-10-28,moorerick@gmail.com,Port Chloe,NC,Base (Blue),2019-08-30,False
7757,Erika,Flores,Female,1993-10-10,sbartlett@yahoo.com,West Denise,IL,Silver,2013-08-18,True
7758,Courtney,Moody,Female,1958-11-02,anthonyconrad@hotmail.com,West Teresa,VA,Gold,2017-03-19,False
7759,Madeline,Garcia,Female,1955-11-25,peter87@hotmail.com,Barkerbury,VA,Silver,2013-04-28,False
7760,Dana,Johns,Female,2004-02-08,joseph36@yahoo.com,Sandrahaven,PA,Base (Blue),2019-10-23,False
7761,Leonard,Sanchez,Male,1989-11-22,munozryan@hotmail.com,North Roger,NY,Base (Blue),2025-06-24,False
7762,Juan,Peterson,Male,1969-10-25,jason75@hotmail.com,Adrianton,VA,Base (Blue),2014-12-22,True
7763,Amanda,Powers,Female,1969-10-08,roberthorton@gmail.com,Randallland,SC,Gold,2018-02-05,True
7764,Elizabeth,Andrews,Female,1967-07-02,gomezaaron@yahoo.com,Clinehaven,IL,Gold,2015-03-06,True
7765,Thomas,Gonzales,Male,2003-04-19,garycook@hotmail.com,East Madison,AZ,Base (Blue),2018-08-02,False
7766,Lisa,Sanchez,Female,1982-04-04,gregory00@yahoo.com,South Kristinastad,WA,Base (Blue),2023-05-07,False
7767,Edward,Hall,Male,1954-10-12,nicholas74@hotmail.com,South Lorihaven,PA,Silver,2012-04-17,False
7768,James,Lopez,Male,1997-02-19,jacquelinewilson@gmail.com,Ryanbury,TN,Base (Blue),2014-11-03,False
7769,Donald,White,Male,1945-05-06,karen12@hotmail.com,Lake Tamiview,VA,Silver,2014-01-05,False
7770,Gina,Mullins,Female,1953-12-20,joshuabrown@gmail.com,Robertport,MA,Base (Blue),2022-08-31,True
7771,Brian,Turner,Male,2003-11-13,zarcher@gmail.com,New Mark,GA,Silver,2018-05-15,False
7772,Debra,Patterson,Female,1984-03-06,dbryan@hotmail.com,Port Amberland,NY,Base (Blue),2011-01-12,False
7773,Ronald,Howard,Male,1970-02-17,tuckerkristina@hotmail.com,New Karen,IN,Base (Blue),2012-12-11,False
7774,Brianna,Edwards,Female,1963-06-02,sabrinahall@yahoo.com,Mccoystad,NC,Base (Blue),2024-01-09,False
7775,Jason,Green,Male,1965-06-30,lopezashley@gmail.com,Rogersshire,PA,Gold,2025-01-21,True
7776,Susan,Rojas,Female,1982-02-02,kerri69@gmail.com,East Amandaborough,MN,Base (Blue),2021-03-24,False
7777,Jerry,Ochoa,Male,1992-08-22,yparsons@yahoo.com,Robinsonville,OH,Base (Blue),2015-06-16,False
7778,Molly,Martinez,Female,1995-06-03,brucelauren@hotmail.com,Moyermouth,WI,Silver,2015-11-20,False
7779,Michael,Smith,Male,2000-10-19,hdawson@yahoo.com,North Melissa,FL,Base (Blue),2011-04-15,False
7780,Katie,Campos,Female,1942-10-22,ejohnson@hotmail.com,Kylechester,HI,Base (Blue),2013-05-19,True
7781,Cynthia,Hopkins,Female,1948-12-08,natashadouglas@hotmail.com,North Deannaside,PA,Silver,2014-03-01,False
7782,Brittney,Brown,Female,1946-06-25,logan76@gmail.com,Amandaview,HI,Gold,2022-06-08,True
7783,Kevin,Fernandez,Male,1992-09-14,brenda51@hotmail.com,Olsonbury,AZ,Silver,2014-03-10,False
7784,Lisa,Lara,Female,1950-03-30,andrewhardin@yahoo.com,East Jeffrey,NC,Base (Blue),2014-07-18,True
7785,Chloe,Zuniga,Female,1975-06-07,kimberly21@gmail.com,Castilloport,VA,Platinum,2023-09-28,False
7786,Brian,Turner,Male,1970-07-08,julie07@gmail.com,New John,SC,Base (Blue),2011-07-06,False
7787,Heather,Gray,Female,1976-01-13,kli@yahoo.com,Kimberlybury,PA,Base (Blue),2022-09-29,False
7788,Katrina,Howell,Female,2001-02-24,jessicabenson@hotmail.com,Justinside,TN,Base (Blue),2022-08-17,True
7789,Michael,Trujillo,Male,1989-10-02,richarddonald@hotmail.com,Gibsonshire,NY,Silver,2011-01-29,True
7790,Alexander,Butler,Male,1966-10-24,riosalexandria@yahoo.com,East Jaredfurt,FL,Gold,2017-05-09,False
7791,Steve,Hodges,Male,1952-09-22,maxwellkathleen@yahoo.com,Harperborough,DC,Gold,2013-02-14,False
7792,Mary,Ho,Female,1999-04-06,barbarawoodard@hotmail.com,Melissaton,WI,Base (Blue),2020-08-31,False
7793,Desiree,Wilson,Female,1958-02-14,kimberlythompson@gmail.com,West Kellyland,HI,Base (Blue),2018-04-14,False
7794,Kim,Williams,Female,1964-11-24,patricia02@hotmail.com,Josephstad,GA,Base (Blue),2023-06-05,False
7795,Joseph,Phillips,Male,2006-04-07,tranpaige@yahoo.com,Lake Michaeltown,NC,Gold,2012-05-21,False
7796,Virginia,Rogers,Female,1989-06-17,ashaw@yahoo.com,Port Michelle,WA,Base (Blue),2010-10-01,True
7797,Belinda,Chavez,Female,2008-02-14,seanhernandez@hotmail.com,East Michael,HI,Gold,2013-11-21,False
7798,Martin,Ramirez,Male,2004-04-16,alicia63@hotmail.com,Maryfurt,MI,Silver,2014-03-24,True
7799,Earl,Burns,Male,1951-09-07,robertbooker@hotmail.com,Brandtberg,CA,Base (Blue),2018-02-28,False
7800,Brian,Huffman,Male,1969-10-15,greeralexandra@gmail.com,Leslietown,TX,Diamond,2022-02-12,False
7801,Adam,Soto,Male,2002-04-20,kellycalderon@hotmail.com,West Ashleyport,CO,Base (Blue),2023-11-21,True
7802,Nicole,Green,Female,1948-08-17,lwright@yahoo.com,Clementston,TN,Base (Blue),2011-07-01,False
7803,Kenneth,Morris,Male,1989-06-13,christine00@hotmail.com,South Johnton,CA,Base (Blue),2019-07-18,False
7804,Shawn,Hill,Male,1963-01-22,donald81@yahoo.com,Foxshire,FL,Base (Blue),2024-02-02,False
7805,Alyssa,Wilson,Female,1940-10-20,martinezangel@hotmail.com,Port Erikabury,WA,Base (Blue),2010-05-30,False
7806,Karen,Smith,Female,1998-01-16,millerashley@gmail.com,Williamborough,MI,Gold,2023-01-01,False
7807,Damon,Hutchinson,Male,1997-05-03,ssexton@yahoo.com,New Natashamouth,NC,Diamond,2017-05-17,False
7808,Catherine,Luna,Female,1968-04-09,jenkinsbrett@hotmail.com,Nicoletown,FL,Base (Blue),2024-11-16,False
7809,Emma,Byrd,Female,1974-03-28,mbennett@hotmail.com,Tiffanyfurt,AZ,Gold,2013-02-28,False
7810,Lonnie,Pham,Male,1997-11-11,scottwheeler@hotmail.com,Thomaston,VA,Silver,2017-02-03,True
7811,Cheryl,Ellis,Female,1971-01-19,lindseyanita@yahoo.com,Heathershire,FL,Base (Blue),2022-01-20,False
7812,Jorge,Williams,Male,1998-11-23,lindsay14@gmail.com,East Maria,MI,Base (Blue),2022-02-18,False
7813,Sarah,Romero,Female,1941-02-14,mary51@gmail.com,West Michaelfurt,IL,Gold,2025-02-14,False
7814,Rebecca,Haynes,Female,2006-03-02,enichols@hotmail.com,Paulhaven,IL,Base (Blue),2022-11-01,False
7815,Christopher,Rodriguez,Male,1989-10-15,jasontaylor@yahoo.com,Osborneview,DC,Base (Blue),2018-03-10,True
7816,Melanie,Romero,Female,1958-01-09,swallace@yahoo.com,North Kelly,VA,Base (Blue),2025-04-10,False
7817,Amanda,Parker,Female,1998-05-13,tjacobs@hotmail.com,Santiagochester,MN,Silver,2015-04-18,True
7818,Haley,Brown,Female,1984-10-11,vwilliamson@hotmail.com,Jameschester,DC,Base (Blue),2014-06-26,False
7819,Carlos,Chan,Male,1966-11-11,blove@hotmail.com,Jonathanview,UT,Platinum,2025-05-30,False
7820,Linda,Webb,Female,1983-08-29,vcowan@yahoo.com,Patrickville,IN,Base (Blue),2012-08-20,False
7821,David,Savage,Male,1954-02-09,pamelabernard@gmail.com,New Elizabeth,VA,Silver,2022-01-21,False
7822,Alexander,Mcgee,Male,1942-07-07,manderson@yahoo.com,Salasstad,WA,Base (Blue),2022-06-01,False
7823,Jonathan,Diaz,Male,1998-10-26,dariuscarroll@yahoo.com,North Brandon,IN,Base (Blue),2022-11-27,False
7824,James,Patterson,Male,1969-07-23,cguerra@yahoo.com,Carrillotown,NY,Base (Blue),2020-07-18,False
7825,Brandi,Schwartz,Female,1982-06-04,joannelloyd@hotmail.com,Kristenhaven,OH,Base (Blue),2016-11-23,True
7826,Crystal,Hawkins,Female,1949-02-05,bennettjustin@yahoo.com,Timothyview,IN,Base (Blue),2015-11-14,False
7827,John,Meyer,Male,1978-07-14,everettandrew@hotmail.com,Port Adammouth,WA,Base (Blue),2010-06-15,False
7828,Linda,Rodgers,Female,1946-05-20,jessica92@gmail.com,Wilsonchester,OR,Gold,2016-03-09,True
7829,Joan,Patrick,Female,1993-12-20,chadfowler@yahoo.com,North Timothyton,TX,Base (Blue),2017-04-27,False
7830,Keith,Singh,Male,1972-05-12,jessica97@gmail.com,Port Grace,TX,Base (Blue),2012-05-01,True
7831,Karen,Kennedy,Female,1977-12-05,dedwards@gmail.com,Williamshire,SC,Base (Blue),2021-12-31,False
7832,James,Jones,Male,1943-02-19,matthew98@hotmail.com,New Jason,IL,Silver,2011-11-02,False
7833,Henry,White,Male,1972-04-26,selenashields@yahoo.com,Howardstad,NC,Base (Blue),2021-09-02,False
7834,Richard,Cunningham,Male,1962-01-31,xschneider@hotmail.com,Codytown,SC,Base (Blue),2011-04-18,False
7835,Hector,Dunlap,Male,1964-10-24,joshuahernandez@yahoo.com,West Danielland,TN,Base (Blue),2016-09-16,False
7836,Kathy,Grant,Female,1992-08-20,kelseywilson@yahoo.com,Josephstad,TN,Base (Blue),2011-02-03,False
7837,Eric,Taylor,Male,1983-04-03,andrewsnyder@hotmail.com,Micheleshire,FL,Base (Blue),2010-10-18,False
7838,David,Aguilar,Male,1975-02-19,mmatthews@yahoo.com,Port Joel,NY,Base (Blue),2024-09-23,False
7839,Andrew,Morgan,Male,1969-04-29,karenhall@hotmail.com,East Rebecca,OR,Platinum,2015-12-31,True
7840,Scott,Watson,Male,1951-10-11,michaelmcguire@gmail.com,New Kaylee,HI,Base (Blue),2012-07-27,False
7841,Joshua,Lee,Male,1991-06-29,bauermatthew@yahoo.com,Maryshire,FL,Base (Blue),2014-03-05,True
7842,Javier,Wilson,Male,1995-02-01,hramirez@yahoo.com,Elizabethchester,CA,Silver,2018-05-13,False
7843,Helen,Conrad,Female,1993-01-31,timothy12@gmail.com,East Elizabeth,GA,Gold,2014-12-23,False
7844,Ariel,Taylor,Female,1948-08-05,karenwallace@yahoo.com,New Jesse,CA,Platinum,2024-01-07,False
7845,Amanda,Rivas,Female,1992-07-01,erichopkins@gmail.com,Huangfort,DC,Base (Blue),2012-12-21,False
7846,Tamara,Walker,Female,1984-07-22,nguyenjames@yahoo.com,Port Allisonshire,IL,Silver,2023-05-09,False
7847,Emily,Berg,Female,1942-01-02,dianebentley@hotmail.com,Rogersland,FL,Gold,2018-06-01,False
7848,Jeremy,Wheeler,Male,1959-05-07,jeffreydiaz@hotmail.com,North Richard,IN,Base (Blue),2012-06-22,False
7849,Donna,Morgan,Female,1957-11-09,littleemily@gmail.com,South Zacharyhaven,PA,Base (Blue),2014-02-04,False
7850,Haley,Ruiz,Female,1942-06-17,lindacrawford@hotmail.com,South Savannah,AZ,Gold,2021-07-20,True
7851,Kristi,Jacobs,Female,1994-10-29,wfuentes@hotmail.com,North Melissabury,TX,Gold,2019-08-20,True
7852,Robert,Frazier,Male,2003-04-10,colinfarrell@yahoo.com,Johnmouth,WA,Base (Blue),2010-02-17,False
7853,Christopher,Lowery,Male,1956-01-28,johnsonstacey@hotmail.com,Blakeport,NY,Base (Blue),2023-08-01,False
7854,Dominic,Shaffer,Male,1982-08-03,christianbaker@yahoo.com,Lake Mark,UT,Base (Blue),2025-08-13,True
7855,Logan,Newton,Male,1948-06-29,xblair@yahoo.com,Rioshaven,CA,Gold,2019-02-17,False
7856,Robert,Castro,Male,1979-07-31,bishopchristine@gmail.com,Josephburgh,DC,Silver,2025-11-07,False
7857,Beth,Clark,Female,1969-06-13,omorse@yahoo.com,South Sergioberg,MA,Diamond,2017-03-15,True
7858,Andrew,Davies,Male,1957-01-15,sjordan@gmail.com,Yuton,UT,Gold,2022-07-20,False
7859,Kevin,Murphy,Male,1964-08-20,tgonzalez@gmail.com,West Catherineville,OR,Base (Blue),2013-12-20,True
7860,Alexander,Maldonado,Male,2001-01-02,martingallagher@gmail.com,Williamstown,OH,Base (Blue),2016-02-23,False
7861,Nicole,Taylor,Female,1947-12-19,amysanchez@hotmail.com,North Richardstad,TN,Silver,2010-04-20,False
7862,Emily,Booker,Female,1951-12-19,carlsonethan@gmail.com,Garciaberg,DC,Base (Blue),2016-02-17,False
7863,Betty,Ball,Female,1985-09-16,cgarcia@gmail.com,South Katie,OR,Silver,2014-08-17,False
7864,Patricia,Richards,Female,1953-10-29,logan49@hotmail.com,Lake Marcusport,TN,Silver,2010-09-12,False
7865,Colleen,Harris,Female,1998-08-05,kellymicheal@yahoo.com,Jerryport,OR,Base (Blue),2021-06-15,False
7866,William,Munoz,Male,1963-07-08,amyrodriguez@yahoo.com,Port Lucasport,TN,Base (Blue),2021-08-19,False
7867,Jane,Diaz,Female,2008-02-12,armstrongjames@yahoo.com,Douglastown,IN,Silver,2017-07-06,False
7868,Jared,Thomas,Male,1998-07-14,howardkevin@gmail.com,Port Jamieberg,NY,Base (Blue),2013-10-24,False
7869,Jeff,Wolfe,Male,1983-04-25,osborncristian@gmail.com,Feliciaport,AZ,Platinum,2012-06-30,True
7870,Jeffrey,Hill,Male,2005-04-25,stevenromero@gmail.com,Riddleborough,CO,Silver,2017-09-15,False
7871,Kristi,Mclean,Female,1979-04-18,grantwesley@gmail.com,Gonzalezland,MN,Diamond,2012-04-29,False
7872,Abigail,Cross,Female,1958-07-06,bowmanjonathan@gmail.com,Lake Charles,NY,Base (Blue),2012-04-08,False
7873,Nathan,Norton,Male,1980-03-12,christopherdavis@yahoo.com,North Jeanneland,CA,Base (Blue),2010-11-20,False
7874,Duane,Martin,Male,1993-12-07,kendramccormick@hotmail.com,South Johntown,GA,Base (Blue),2022-07-25,False
7875,Justin,Le,Male,1987-05-23,jaredjackson@hotmail.com,Lake Jacobhaven,PA,Base (Blue),2014-12-10,True
7876,Anthony,Murray,Male,1972-01-05,ariana38@hotmail.com,North Davebury,FL,Base (Blue),2013-06-20,True
7877,Angie,Duke,Female,2002-09-27,patricia64@yahoo.com,Omarfurt,IL,Base (Blue),2024-03-10,False
7878,Jason,Miller,Male,1982-02-09,wrichmond@hotmail.com,Shawnport,TN,Platinum,2011-07-03,True
7879,Ashley,Hinton,Female,1956-12-02,austin14@hotmail.com,Stephanieview,FL,Diamond,2010-07-07,False
7880,Rodney,Palmer,Male,1998-06-30,wagnerrichard@yahoo.com,East Saratown,CA,Base (Blue),2016-12-01,False
7881,Katherine,White,Female,2002-06-14,murphymary@yahoo.com,Lake John,CO,Base (Blue),2021-12-11,False
7882,Jared,Moran,Male,2002-10-05,yperez@hotmail.com,West Amy,OH,Silver,2020-04-26,False
7883,Sharon,Sutton,Female,1985-03-05,warrenandrea@yahoo.com,Megantown,DC,Base (Blue),2024-10-05,False
7884,Brittany,Adams,Female,1965-06-22,hernandezmelissa@yahoo.com,Jerrybury,IN,Base (Blue),2021-01-19,True
7885,Teresa,Brooks,Female,1990-06-28,shannon39@gmail.com,Port Michellemouth,TX,Diamond,2022-12-25,False
7886,Christopher,Nguyen,Male,2007-01-15,kimberly42@gmail.com,Lake Tiffany,WA,Silver,2012-12-09,True
7887,Cody,Huang,Male,1946-06-22,joshuamartinez@yahoo.com,Ramseyshire,TN,Base (Blue),2011-06-13,False
7888,Karen,Delacruz,Female,1978-12-31,michael20@yahoo.com,Tatehaven,IL,Base (Blue),2017-03-31,False
7889,Destiny,Mclaughlin,Female,1976-10-06,larry27@hotmail.com,North Michael,GA,Gold,2025-04-11,True
7890,Nathan,Guerra,Male,2001-04-13,huntercharles@hotmail.com,East Paula,WI,Base (Blue),2011-10-04,False
7891,Jimmy,Reynolds,Male,1979-07-07,hwade@yahoo.com,Powellton,NY,Base (Blue),2011-11-16,True
7892,Chad,Hayes,Male,1946-10-10,ghuffman@hotmail.com,West Laura,MA,Base (Blue),2015-06-06,True
7893,Gregory,Ponce,Male,1969-10-02,jacqueline93@gmail.com,North Christymouth,CA,Diamond,2023-06-15,False
7894,Robert,Price,Male,1966-12-08,wilsonamanda@hotmail.com,South William,TN,Base (Blue),2025-03-17,False
7895,Richard,Meyer,Male,1977-07-25,gomezcrystal@hotmail.com,Riveramouth,CA,Base (Blue),2025-04-23,False
7896,Jennifer,Lynch,Female,1978-07-30,wkemp@gmail.com,West Isabellaview,TN,Base (Blue),2020-07-19,False
7897,Elizabeth,Stone,Female,1957-05-09,terrywhite@hotmail.com,North Susan,MA,Base (Blue),2011-12-17,False
7898,Joshua,Williams,Male,1999-06-12,michellehayes@yahoo.com,New Danielchester,IL,Diamond,2010-04-10,True
7899,Patricia,Frazier,Female,1985-08-30,wujodi@hotmail.com,Chadstad,CA,Base (Blue),2023-12-15,False
7900,Mitchell,Butler,Male,1944-04-20,ganderson@hotmail.com,Ballardberg,UT,Base (Blue),2022-01-13,True
7901,David,Colon,Male,1991-08-20,qharvey@gmail.com,West Patrick,CA,Base (Blue),2018-01-06,True
7902,Linda,Mason,Female,1969-02-18,snydertroy@hotmail.com,Karentown,MN,Base (Blue),2011-09-29,False
7903,Thomas,Brooks,Male,1986-06-27,paula32@yahoo.com,New Emilyhaven,AZ,Silver,2013-08-10,False
7904,James,Hayes,Male,1986-01-14,ywillis@hotmail.com,Lake Kenneth,TN,Platinum,2010-06-08,True
7905,Rhonda,Bryant,Female,1959-05-01,uweber@hotmail.com,Butlerberg,IN,Silver,2019-06-04,False
7906,Kendra,Hill,Female,1984-10-12,karenthomas@gmail.com,East Briantown,NY,Base (Blue),2013-12-24,False
7907,Cynthia,Rodriguez,Female,1961-06-10,kirkclayton@yahoo.com,New Christopher,MN,Base (Blue),2017-07-10,False
7908,David,Gross,Male,1997-01-05,sullivankristen@yahoo.com,North Matthew,GA,Silver,2010-12-01,False
7909,Steven,Lutz,Male,1994-02-27,christopher29@gmail.com,North Johnmouth,IN,Base (Blue),2016-08-13,False
7910,Dominique,Guerrero,Female,1987-01-09,dixonomar@gmail.com,Brownville,PA,Platinum,2011-09-02,True
7911,Nicholas,Tucker,Male,1969-11-07,eguzman@yahoo.com,New Hayden,IN,Base (Blue),2012-06-10,False
7912,Elizabeth,Maldonado,Female,1957-01-01,yvonnevelez@hotmail.com,West Micheleland,AZ,Gold,2018-07-07,False
7913,Mary,Salazar,Female,1977-09-10,rhodesalexis@yahoo.com,Christinebury,MI,Silver,2023-12-29,False
7914,Keith,Bailey,Male,1992-09-17,ucruz@gmail.com,New Samuel,UT,Platinum,2025-08-14,False
7915,Carl,Johnson,Male,1947-01-03,stevensonjeffrey@gmail.com,Stevenmouth,NY,Base (Blue),2011-07-11,False
7916,Margaret,Villa,Female,1994-07-15,richard39@yahoo.com,Christopherport,MI,Platinum,2021-01-06,False
7917,Marcus,Perez,Male,1970-04-05,thomasmelissa@hotmail.com,Adamview,SC,Base (Blue),2018-12-31,True
7918,Samuel,Robinson,Other/Undisclosed,1982-02-12,ginaoneill@hotmail.com,Parkschester,DC,Base (Blue),2016-12-08,False
7919,Jennifer,Wallace,Female,1989-11-23,whitethomas@yahoo.com,Julialand,HI,Base (Blue),2022-11-07,False
